date,trip_count_seas_diff7,trip_count_stl_deseas,avg_fare_seas_diff7,avg_fare_stl_deseas,total_revenue_seas_diff7,total_revenue_stl_deseas
2023-04-09,-11416.0,100840.45319809264,-0.1542553533841975,19.17948760684632,-359287.70999999996,2812134.4744960703
2023-04-10,-7148.0,102626.33720313903,0.5452413240447953,19.743626827707452,-136488.16000000015,2987677.846435271
2023-04-11,-3659.0,104118.87340474648,0.8196958529505416,19.742521540247832,11308.319999999832,3039309.0243918984
2023-04-12,-2458.0,106329.50646732794,-0.1153084290979578,19.298175473229858,-70578.96999999974,3043738.321545637
2023-04-13,13836.0,108547.34470158693,0.17606773725997726,19.34504866200898,416621.5800000001,3091571.929646731
2023-04-14,17960.0,119477.77231174862,0.6602709827317952,19.704793104235335,601547.0899999999,3256090.9383980953
2023-04-15,17256.0,111381.32492824206,1.171341357348762,20.17974094882959,619872.5500000003,3281579.133556945
2023-04-16,10108.0,112246.77355166724,0.5250329767879336,19.655206616064593,367934.8700000001,3218154.480365983
2023-04-17,8044.0,111015.81184043136,0.13375674245200386,19.83692707114393,261782.95999999996,3240629.6518051596
2023-04-18,10078.0,113589.4738879549,0.17779475849338056,19.881640060830705,314179.5900000003,3320391.2406178373
2023-04-19,4461.0,110592.05650996364,0.6780597038354372,20.044570054950455,224865.06000000006,3255971.7879408197
